City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
481,Kamenka,RU,51.3223,42.7678,36.7,88,100,12.5,overcast clouds
482,Timmins,CA,48.4669,-81.3331,73.22,40,75,13.8,broken clouds
483,Caibarien,CU,22.5206,-79.4669,76.66,72,47,13.47,scattered clouds
484,Felanitx,ES,39.4696,3.1483,59.95,70,65,3.38,broken clouds
485,Shepsi,RU,44.0361,39.1489,51.06,85,19,7.54,few clouds
486,Nirmal,IN,19.1,78.35,87.4,49,100,4.05,overcast clouds
487,Somers,US,42.6403,-87.9104,83.59,70,17,5.99,few clouds
488,Matara,LK,5.9485,80.5353,80.78,86,100,16.73,overcast clouds
489,Olinda,BR,-8.0089,-34.8553,82.13,69,20,8.05,few clouds
490,Aksu,CN,41.1231,80.2644,76.06,24,33,3.74,scattered clouds
491,Aljezur,PT,37.3191,-8.8033,64.24,59,100,4.65,overcast clouds
492,Mocuba,MZ,-16.8392,36.9856,62.94,97,0,1.23,clear sky
493,Manoel Urbano,BR,-8.8389,-69.2597,72.55,99,100,0.94,overcast clouds
494,Pisco,PE,-13.7,-76.2167,64.45,82,100,2.3,overcast clouds
495,Ivaipora,BR,-24.2478,-51.6847,61.16,97,100,1.32,overcast clouds
496,Luanda,AO,-8.8368,13.2343,77.0,88,75,3.44,broken clouds
497,Ngama,TD,11.7833,17.1667,89.33,40,39,6.53,scattered clouds
498,Los Andes,CL,-32.8337,-70.5983,62.01,42,100,1.32,overcast clouds
499,Concepcion Del Uruguay,AR,-32.4825,-58.2372,57.97,87,6,1.99,clear sky
500,Mandera,KE,3.9366,41.867,79.5,71,56,9.91,broken clouds
501,Mpulungu,ZM,-8.7623,31.1141,69.96,74,88,6.55,overcast clouds
502,Buta,CD,2.7858,24.73,70.92,100,100,2.24,overcast clouds
503,Atar,MR,20.5169,-13.0499,87.76,20,5,9.75,clear sky
504,Thinadhoo,MV,0.5333,72.9333,84.54,72,100,17.83,overcast clouds
505,Manaure,CO,11.7751,-72.4445,77.61,87,100,18.48,overcast clouds
506,San Andres,CO,12.5847,-81.7006,82.42,83,20,5.75,few clouds
507,Porto Novo,BJ,6.4965,2.6036,82.22,85,68,5.66,broken clouds
508,Havre-Saint-Pierre,CA,50.2334,-63.5986,44.96,53,0,5.75,clear sky
509,Filadelfia,US,39.9523,-75.1638,65.25,35,100,5.01,overcast clouds
510,Sundsvall,SE,62.3913,17.3063,46.36,93,100,6.91,overcast clouds
511,Kalemie,CD,-5.9475,29.1947,69.53,83,99,2.68,overcast clouds
512,Promyshlennaya,RU,54.9159,85.6385,41.95,40,0,9.46,clear sky
513,Dawlatabad,AF,36.4141,64.9053,66.72,44,0,2.95,clear sky
514,Barranca,PE,-10.75,-77.7667,64.15,81,0,6.89,clear sky
515,Rozhyshche,UA,50.9154,25.2691,44.13,86,98,4.29,overcast clouds
516,Ochamchira,GE,42.7121,41.4721,51.93,84,96,3.06,overcast clouds
517,Mvuma,ZW,-19.2792,30.5283,55.11,84,0,5.84,clear sky
518,Aleksandrow Kujawski,PL,52.8766,18.6935,58.26,70,100,7.49,overcast clouds
519,Floro,NO,61.5996,5.0328,48.16,87,100,19.57,light rain
520,Ngerengere,TZ,-6.75,38.1167,67.84,97,6,3.38,clear sky
521,Moose Factory,CA,51.2585,-80.6094,73.4,40,75,10.36,broken clouds
522,Pyaozerskiy,RU,65.8333,31.1667,44.1,81,100,10.2,light rain
523,Zlobin,HR,45.2924,14.6541,52.63,79,0,3.44,clear sky
524,San Matias,BO,-16.3667,-58.4,77.49,54,51,1.9,broken clouds
525,Chute-Aux-Outardes,CA,49.1168,-68.399,46.38,71,0,6.91,clear sky
526,Mana,GF,5.6592,-53.7767,77.23,87,8,8.79,clear sky
527,Riachao,BR,-7.3619,-46.6172,74.73,67,97,0.76,overcast clouds
528,Urucara,BR,-2.5364,-57.76,73.54,98,93,3.02,overcast clouds
529,Santiago De Chuco,PE,-8.15,-78.1833,51.51,86,65,1.43,broken clouds
530,Antsohihy,MG,-14.8796,47.9875,69.94,95,0,2.75,clear sky
531,Skoczow,PL,49.8009,18.7877,59.47,57,100,6.53,overcast clouds
532,Halifax,CA,44.6453,-63.5724,46.29,53,0,9.22,clear sky
533,Berlevag,NO,70.8578,29.0864,37.35,87,100,14.97,overcast clouds
534,Cossato,IT,45.5739,8.1817,65.89,78,84,3.31,broken clouds
535,Stokmarknes,NO,68.5646,14.9108,40.98,93,100,6.91,overcast clouds
536,Punta De Bombon,PE,-17.1717,-71.7931,64.72,84,0,3.87,clear sky
537,Iracoubo,GF,5.4802,-53.2011,77.07,87,10,9.33,clear sky
538,Qiryat Shemona,IL,33.2073,35.5721,59.11,61,23,2.95,few clouds
539,Susehri,TR,40.1644,38.0867,41.67,78,0,1.81,clear sky
540,Paramonga,PE,-10.6667,-77.8333,64.83,82,2,7.18,clear sky
541,Mangaratiba,BR,-22.9597,-44.0406,70.66,84,5,3.56,clear sky
542,Santa Rosa,PH,14.3122,121.1114,89.11,65,35,8.32,scattered clouds
543,Buenos Aires,AR,-34.6132,-58.3772,62.33,80,100,6.91,overcast clouds
544,Buncrana,IE,55.1333,-7.45,48.85,85,99,16.4,overcast clouds
545,Tigre,AR,-34.426,-58.5796,62.6,84,100,6.91,overcast clouds
546,Abu Dhabi,AE,24.4667,54.3667,80.62,68,0,6.91,clear sky
547,South River,US,40.4465,-74.386,66.09,48,24,3.0,few clouds
548,Khetia,IN,21.6667,74.5833,86.9,39,13,7.0,few clouds
549,Coracora,PE,-15.0333,-73.7833,47.86,54,0,4.25,clear sky
550,Mali,GN,12.079,-12.2982,73.22,32,6,3.71,clear sky
551,Dunda,TZ,-8.1167,34.25,60.01,85,4,3.71,clear sky
552,Morant Bay,JM,17.8815,-76.4093,77.7,85,5,8.46,clear sky
553,Maragogi,BR,-9.0122,-35.2225,75.74,85,68,3.83,broken clouds
554,Tinqueux,FR,49.25,3.9833,51.82,87,0,2.3,clear sky
555,Santa Luzia,BR,-19.7697,-43.8514,66.54,66,0,8.05,clear sky
556,Am Timan,TD,11.0297,20.2827,88.57,29,100,4.61,overcast clouds
557,Mwense,ZM,-10.3845,28.698,62.13,68,97,4.94,overcast clouds
558,Saint Augustine,US,29.8947,-81.3145,72.03,70,0,11.3,clear sky
559,Dudinka,RU,69.4058,86.1778,22.62,91,29,11.23,scattered clouds
560,Gewane,ET,10.1664,40.6453,80.94,46,0,5.08,light rain
561,Rorvik,NO,64.8621,11.2373,45.34,88,99,13.58,overcast clouds
562,Vryburg,ZA,-26.9566,24.7284,54.07,44,100,4.7,overcast clouds
563,Maxixe,MZ,-23.8597,35.3472,64.96,91,0,4.88,clear sky
564,Port Said,EG,31.2565,32.2841,67.98,72,100,7.38,overcast clouds
565,Mosterhamn,NO,59.7,5.3833,48.27,91,90,13.94,overcast clouds
566,Trairi,BR,-3.2778,-39.2689,75.27,86,100,2.68,overcast clouds
567,Songea,TZ,-10.6833,35.65,57.52,92,0,0.36,clear sky
568,Sines,PT,37.9562,-8.8698,65.28,56,86,2.98,overcast clouds
569,Charlottesville,US,38.0293,-78.4767,63.41,64,4,5.21,clear sky
570,Fereydun Kenar,IR,36.6864,52.5225,61.32,75,7,3.24,clear sky
571,Mathathane,BW,-22.2687,28.7495,62.31,67,0,6.38,clear sky
572,Aranos,NA,-24.1333,19.1167,57.54,30,100,5.37,overcast clouds
573,Shenkursk,RU,62.1091,42.896,34.27,71,86,0.85,overcast clouds
574,Aravankadu,IN,11.3667,76.7667,55.62,75,100,4.32,light rain
575,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.88,97,100,2.62,overcast clouds
576,Pereslavl-Zalesskiy,RU,56.7393,38.8563,41.79,67,100,10.42,overcast clouds
577,Santa Maria,BR,-29.6842,-53.8069,61.9,100,40,2.3,mist
578,Catumbela,AO,-12.4314,13.5472,76.08,84,31,0.98,scattered clouds
579,Umm Lajj,SA,25.0213,37.2685,81.14,40,76,11.1,broken clouds
580,Birao,CF,10.2849,22.7882,82.83,41,100,4.34,overcast clouds
581,Inyonga,TZ,-6.7167,32.0667,67.06,75,82,4.0,broken clouds
582,Walvis Bay,NA,-22.9575,14.5053,66.51,47,99,10.8,overcast clouds
583,Bluefield,US,37.2698,-81.2223,65.16,61,4,2.48,clear sky
584,Youkounkoun,GN,12.5333,-13.1333,86.11,42,16,8.88,few clouds
585,Sabirabad,AZ,40.0095,48.4752,54.55,95,100,2.93,moderate rain
586,Surovikino,RU,48.6078,42.8486,37.9,88,90,9.55,light rain
587,Nuuk,GL,64.1835,-51.7216,32.61,93,100,8.01,light snow
588,Morondava,MG,-20.2833,44.2833,69.3,78,0,8.84,clear sky
589,Cambridge,CA,43.3601,-80.3127,63.59,32,0,11.5,clear sky
590,Coruripe,BR,-10.1256,-36.1756,75.65,84,44,4.59,scattered clouds
591,Santa Cruz Cabralia,BR,-16.2781,-39.0247,73.44,78,19,5.35,few clouds
592,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.85,92,4,7.38,clear sky
593,Uglich,RU,57.5275,38.3317,40.23,66,100,9.55,overcast clouds
594,Tocopilla,CL,-22.092,-70.1979,63.18,74,10,0.74,clear sky
595,Bindura,ZW,-17.3019,31.3306,60.21,74,53,1.39,broken clouds
596,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,65.91,73,100,3.42,overcast clouds
597,Qunduz,AF,36.729,68.857,67.3,60,28,6.98,scattered clouds
598,Kasongo-Lunda,CD,-6.4667,16.8167,71.74,93,38,2.24,light rain
599,Wallasey,GB,53.4232,-3.065,55.83,72,75,13.8,broken clouds
600,Reims,FR,49.1667,4.0833,57.94,87,0,2.3,clear sky
601,Areia Branca,BR,-4.9561,-37.1369,78.42,76,100,2.75,heavy intensity rain
602,Kristiansund,NO,63.1115,7.732,48.25,81,100,0.0,overcast clouds
603,Zolotkovo,RU,55.5281,41.1053,42.17,94,100,13.15,light rain
604,Foumbot,CM,5.5079,10.6356,65.68,94,100,2.73,light rain
605,Tazovskiy,RU,67.4667,78.7,21.33,89,100,6.49,overcast clouds
606,Ugoofaaru,MV,5.6667,73.0,83.66,77,100,18.12,light rain
607,Carballo,ES,43.213,-8.691,55.87,91,16,2.64,few clouds
608,Pocone,BR,-16.2567,-56.6228,75.88,46,72,0.85,broken clouds
609,Porto San Giorgio,IT,43.1827,13.7934,63.0,76,5,6.93,clear sky
610,Nacala,MZ,-14.5428,40.6728,67.62,94,13,7.63,few clouds
611,Horki,BY,54.2861,30.9842,38.37,74,82,5.86,broken clouds
612,Bajil,YE,15.0584,43.2851,86.38,61,0,3.56,clear sky
613,Kamarion,GR,36.8,25.8167,58.39,67,5,12.08,clear sky
614,Girne,CY,35.3417,33.3167,62.15,76,0,12.24,clear sky
615,Mezen,RU,65.8522,44.24,37.4,87,96,9.04,overcast clouds
616,Troitsko-Pechorsk,RU,62.7084,56.1964,40.24,91,100,5.46,overcast clouds
617,Teguise,ES,29.0605,-13.564,66.42,88,0,3.44,clear sky
618,Lahij,YE,13.1667,44.5833,79.95,58,1,3.09,clear sky
619,Port Victoria,KE,0.0939,33.9756,68.47,84,45,5.1,light rain
620,Valparaiso,CL,-33.0393,-71.6273,57.47,87,75,4.61,mist
621,Saint-Georges,GD,12.0564,-61.7485,79.2,75,18,15.57,few clouds
622,Marsa Matruh,EG,31.3525,27.2453,63.05,73,100,5.17,overcast clouds
623,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,74.37,97,99,2.62,heavy intensity rain
624,Asosa,ET,10.0667,34.5333,65.3,77,17,7.87,light rain
625,Zhezkazgan,KZ,47.8043,67.7144,50.7,80,8,8.08,clear sky
626,Clacton-On-Sea,GB,51.7897,1.156,57.15,79,100,4.0,overcast clouds
627,Kilindoni,TZ,-7.9139,39.6668,80.69,70,0,18.16,clear sky
628,Rawson,AR,-43.3002,-65.1023,51.76,72,0,8.19,clear sky
629,Ormond Beach,US,29.2858,-81.0559,72.01,66,0,13.65,clear sky
630,Buritis,BR,-15.6178,-46.4233,66.42,56,4,1.61,clear sky
631,Sinazongwe,ZM,-17.2614,27.4618,68.77,51,0,5.39,clear sky
632,Puerto Carreno,CO,6.189,-67.4859,79.12,84,92,4.74,overcast clouds
633,Iquique,CL,-20.2208,-70.1431,62.64,78,19,0.49,few clouds
634,Porto Seguro,BR,-16.4497,-39.0647,72.12,88,20,1.14,few clouds
635,Brasilia,BR,-15.7797,-47.9297,67.12,64,0,2.3,clear sky
636,Pailitas,CO,8.9565,-73.6255,76.3,92,100,2.1,overcast clouds
637,La Rioja,ES,42.25,-2.5,49.78,54,27,8.05,scattered clouds
638,Tignere,CM,7.3667,12.65,66.07,96,100,2.89,overcast clouds
639,Uray,RU,60.1247,64.7758,53.38,62,100,8.57,overcast clouds
640,Jonkoping,SE,57.7814,14.1562,51.39,93,100,9.22,overcast clouds
641,Palafrugell,ES,41.9174,3.1631,62.35,52,61,10.51,broken clouds
642,Melfi,IT,40.9965,15.6514,49.5,77,89,5.57,overcast clouds
643,Piranshahr,IR,36.701,45.1413,43.2,78,2,0.89,clear sky
644,Soanierana Ivongo,MG,-16.9167,49.5833,70.95,87,0,4.41,clear sky
645,Jaru,BR,-10.4389,-62.4664,74.41,90,67,1.66,broken clouds
646,Maloy,NO,61.9353,5.1136,47.93,90,100,18.28,light rain
647,Muisne,EC,0.6,-80.0333,75.07,85,50,8.97,scattered clouds
648,Shahreza,IR,32.0339,51.8794,56.91,29,0,4.05,clear sky
649,Sorland,NO,67.667,12.6934,44.46,95,100,17.67,overcast clouds
650,Garmsar,IR,35.2182,52.3409,68.25,29,12,4.03,few clouds
651,Brigantine,US,39.4101,-74.3646,58.19,62,100,24.61,overcast clouds
652,Ambilobe,MG,-13.2,49.05,71.55,96,47,2.1,scattered clouds
653,Bumba,CD,2.1833,22.4667,71.1,97,100,1.86,overcast clouds
654,Letterkenny,IE,54.95,-7.7333,49.05,85,100,13.11,overcast clouds
655,Hauterive,FR,46.0901,3.4459,61.56,79,48,4.94,scattered clouds
656,Chitral,PK,35.8462,71.7858,68.47,49,4,2.8,clear sky
657,Dire,ML,12.2833,-10.9667,86.02,23,12,1.77,few clouds
658,South Venice,US,27.0531,-82.4243,79.0,46,0,8.05,clear sky
659,Becerril,CO,9.7041,-73.2793,76.93,93,100,2.8,overcast clouds
660,Campoverde,PE,-8.4753,-74.8058,80.85,62,83,1.43,broken clouds
661,Bagaciu,RO,46.2667,24.3667,44.15,91,78,1.39,broken clouds
662,Rundu,NA,-17.9333,19.7667,55.42,31,0,3.24,clear sky
663,Visnes,NO,59.3556,5.2242,49.21,87,75,13.8,broken clouds
664,Kishi,NG,9.0833,3.85,76.75,87,93,6.53,overcast clouds
665,Piombino,IT,42.9348,10.5221,62.44,83,0,5.01,clear sky
666,Saint Andrews,US,34.0454,-81.1293,73.13,47,0,5.75,clear sky
667,Oranjemund,NA,-28.55,16.4333,52.39,86,1,5.91,clear sky
668,Omboue,GA,-1.5746,9.2618,77.61,91,100,4.99,light rain
669,Grindavik,IS,63.8424,-22.4338,37.87,75,75,17.27,broken clouds
670,Mukhtolovo,RU,55.4644,43.1953,43.47,96,100,13.38,light rain
671,Horw,CH,47.0169,8.3096,58.68,90,75,3.44,broken clouds
672,Nosy Varika,MG,-20.5833,48.5333,66.43,81,0,5.06,clear sky
673,Azul,AR,-36.777,-59.8585,57.34,90,90,5.95,overcast clouds
674,New Richmond,US,45.123,-92.5366,78.48,31,75,5.75,broken clouds
675,Shelburne,CA,44.0787,-80.2041,51.67,65,41,8.14,scattered clouds
676,Nchelenge,ZM,-9.3451,28.734,64.33,66,100,5.88,overcast clouds
677,Illela,NG,13.7292,5.2975,86.97,43,100,7.02,overcast clouds
678,Kasane,BW,-17.8167,25.15,57.16,41,0,3.8,clear sky
679,Parrita,CR,9.5201,-84.3225,79.74,85,100,6.42,overcast clouds
680,Ossipee,US,43.6854,-71.1167,50.52,58,0,3.02,clear sky
681,Bosaso,SO,11.2842,49.1816,82.67,70,4,4.63,clear sky
682,Severnyy,RU,50.677,36.5532,41.04,52,0,6.71,clear sky
683,Peyima,SL,8.7,-11.0333,70.86,90,39,2.42,scattered clouds
684,Carbondale,US,37.7273,-89.2168,82.4,71,0,10.36,clear sky
685,Januaria,BR,-15.4833,-44.3667,65.52,47,93,0.56,light rain
686,Kyrnasivka,UA,48.5955,28.979,46.63,65,100,4.74,overcast clouds
687,Cherepanovo,RU,54.2222,83.381,41.5,40,0,10.02,clear sky
688,Awbari,LY,26.5921,12.7805,71.8,19,20,9.53,few clouds
689,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,61.56,93,100,2.51,light rain
690,Benghazi,LY,32.1167,20.0667,62.78,73,7,7.99,clear sky
691,Podgornoye,RU,51.735,39.1496,39.42,93,100,15.66,light rain
692,Freistadt,AT,48.511,14.5045,52.38,82,100,1.05,overcast clouds
693,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,76.69,48,66,1.36,broken clouds
694,Krasnoshchekovo,RU,51.6708,82.7289,46.31,45,43,11.68,scattered clouds
695,Norrkoping,SE,58.5942,16.1826,50.43,90,75,12.66,broken clouds
696,Ladario,BR,-19.0047,-57.6017,74.23,74,100,5.99,overcast clouds
697,Karaton,ID,-6.3424,106.1045,81.46,84,32,2.21,scattered clouds
698,Macaubas,BR,-13.0194,-42.6986,71.42,61,92,2.66,overcast clouds
699,Wladyslawowo,PL,54.7909,18.4009,63.95,64,100,12.88,overcast clouds
700,Limon,CR,10.0,-83.0333,80.73,76,100,2.57,overcast clouds
701,Rio Tercero,AR,-32.173,-64.1141,64.8,53,100,3.76,overcast clouds
702,Beloha,MG,-25.1667,45.05,63.0,92,15,3.13,few clouds
703,Occhiobello,IT,44.9207,11.5802,62.96,76,11,3.67,few clouds
704,Vigrestad,NO,58.5667,5.7,48.96,93,19,9.53,few clouds
705,Vigeland,NO,58.0844,7.305,50.09,87,35,9.37,scattered clouds
706,Bithur,IN,26.6333,80.2833,89.19,36,0,6.64,clear sky
707,Mulchen,CL,-37.7167,-72.2333,53.98,70,100,2.68,overcast clouds
708,Araouane,ML,18.9048,-3.5265,82.56,8,0,11.14,clear sky
709,Barcelos,PT,41.5388,-8.6151,59.92,80,41,3.2,scattered clouds
710,Soltsy,RU,58.1239,30.3238,40.17,74,11,5.23,few clouds
711,Charyshskoye,RU,51.3978,83.5598,47.44,47,40,4.85,scattered clouds
712,Caernarfon,GB,53.1413,-4.2702,55.62,45,75,21.99,moderate rain
713,Cacoal,BR,-11.4386,-61.4472,76.44,87,100,1.39,overcast clouds
714,Kurchum,KZ,48.5722,83.6542,58.24,37,100,8.32,overcast clouds
715,Hammerfest,NO,70.6634,23.6821,36.05,93,75,8.05,broken clouds
716,Mikhaylovka,RU,50.06,43.2379,35.71,85,14,10.27,few clouds
717,Cape Coast,GH,5.1053,-1.2466,80.56,87,100,9.31,light rain
718,Albany,US,42.6001,-73.9662,66.61,49,0,6.08,clear sky
719,General Jose Eduvigis Diaz,PY,-27.1667,-58.4167,60.1,87,0,4.7,clear sky
720,Itaocara,BR,-21.6692,-42.0761,64.63,92,11,1.59,few clouds
